Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2017-04-20,INFY,EQ,919.2,921.5,929.7,918.55,928.15,927.3,924.5,2274500,210278003130000.0,104880,1326416,0.5832
2017-04-21,INFY,EQ,927.3,934.8,934.8,921.1,922.5,923.7,925.43,1788733,165534615865000.0,62461,1072711,0.5997
2017-04-24,INFY,EQ,923.7,917.5,928.5,913.0,927.0,926.55,919.84,2778333,255562344669999.97,78246,1694772,0.61
2017-04-25,INFY,EQ,926.55,925.9,933.0,920.55,929.6,929.35,929.27,2368530,220099205665000.0,104070,1433101,0.6051
2017-04-26,INFY,EQ,929.35,929.95,935.55,910.2,914.15,914.25,916.98,4542248,416516844155000.0,125006,3249587,0.7154
2017-04-27,INFY,EQ,914.25,916.0,929.0,916.0,927.2,925.25,923.8,3898604,360152162885000.0,113696,3119178,0.8001
2017-04-28,INFY,EQ,925.25,926.85,927.4,915.6,921.0,918.95,919.78,2514851,231311591900000.0,79880,1875526,0.7458
2017-05-02,INFY,EQ,918.95,924.0,926.4,915.1,923.15,922.6,921.65,1615563,148898425995000.0,85885,1084913,0.6715000000000001
2017-05-03,INFY,EQ,922.6,926.5,939.1,917.65,934.0,934.3,932.19,2329724,217173762455000.03,74214,1143378,0.4908
2017-05-04,INFY,EQ,934.3,937.0,939.65,928.9,936.0,937.65,935.94,2639903,247078590094999.97,104986,1871689,0.7090000000000001
2017-05-05,INFY,EQ,937.65,936.0,937.35,920.0,930.0,931.5,927.04,2216394,205468748605000.0,108343,1405444,0.6341
2017-05-08,INFY,EQ,931.5,938.0,948.55,932.0,943.1,945.5,940.67,2353549,221391728644999.97,99288,1802048,0.7656999999999999
2017-05-09,INFY,EQ,945.5,950.6,951.95,942.1,946.95,946.65,947.01,2824686,267501393405000.03,97850,2189223,0.775
2017-05-10,INFY,EQ,946.65,947.15,950.0,937.15,945.3,943.65,943.23,1682151,158665270950000.0,54391,1192739,0.7091
2017-05-11,INFY,EQ,943.65,946.85,949.85,937.55,944.05,944.1,945.45,1614741,152666216670000.0,67623,1146230,0.7099
2017-05-12,INFY,EQ,944.1,953.0,966.0,951.45,965.45,964.25,959.75,5489998,526903523825000.0,111297,4090114,0.745
2017-05-15,INFY,EQ,964.25,963.5,963.5,949.1,953.25,951.55,951.49,3648582,347157974480000.0,75335,3052819,0.8367
2017-05-16,INFY,EQ,951.55,953.1,960.15,946.95,956.0,955.0,952.92,3065084,292077521940000.0,71808,1858063,0.6062
2017-05-17,INFY,EQ,955.0,951.6,958.45,943.85,952.9,952.8,949.48,1457754,138410951184999.98,75429,792251,0.5435
2017-05-18,INFY,EQ,952.8,943.0,973.9,942.85,960.25,961.75,962.61,4028924,387828174815000.0,120990,2309450,0.5732
2017-05-19,INFY,EQ,961.75,961.5,962.7,947.85,957.4,957.95,954.18,2128698,203115537025000.0,88897,1457747,0.6848000000000001
2017-05-22,INFY,EQ,957.95,958.4,966.9,956.55,960.0,961.45,962.29,2751526,264775481965000.0,99616,2034031,0.7392000000000001
2017-05-23,INFY,EQ,961.45,964.65,967.0,954.1,957.5,957.3,960.16,2019991,193951466480000.0,80122,1436389,0.7111
2017-05-24,INFY,EQ,957.3,960.0,965.5,949.6,957.0,954.8,958.37,2818143,270082685750000.0,56898,1913750,0.6790999999999999
2017-05-25,INFY,EQ,954.8,961.0,986.6,961.0,981.0,983.3,978.16,5219257,510524971945000.0,76160,4108984,0.7873000000000001
2017-05-26,INFY,EQ,983.3,987.0,1000.0,980.6,996.05,995.7,994.06,2494002,247919388190000.0,63671,1477643,0.5925
2017-05-29,INFY,EQ,995.7,990.9,996.7,975.7,986.0,985.15,983.11,3154217,310092903220000.0,83084,2272869,0.7206
2017-05-30,INFY,EQ,985.15,982.0,1000.0,978.65,993.0,996.2,995.45,1858455,185000363775000.0,62012,1280033,0.6888
2017-05-31,INFY,EQ,996.2,993.55,993.55,974.85,976.05,977.05,980.19,3881950,380505120280000.0,121323,3086038,0.795
2017-06-01,INFY,EQ,977.05,969.3,979.7,958.55,971.25,971.4,969.49,2754303,267026258515000.0,81421,1822506,0.6617000000000001
2017-06-02,INFY,EQ,971.4,973.4,975.45,964.2,966.0,969.45,968.76,1958983,189779268895000.0,48927,1396644,0.7129000000000001
2017-06-05,INFY,EQ,969.45,970.0,972.0,957.05,959.0,958.75,961.71,2731349,262676146275000.0,83794,1941199,0.7107
2017-06-06,INFY,EQ,958.75,965.0,987.5,964.4,980.0,979.35,980.08,3504343,343452587365000.0,83178,2018029,0.5759000000000001
2017-06-07,INFY,EQ,979.35,985.0,988.9,945.0,959.3,961.3,963.75,6227523,600180544620000.0,139990,2519343,0.4045
2017-06-08,INFY,EQ,961.3,962.95,962.95,948.15,956.05,956.45,952.81,3097676,295150157675000.0,88147,1778850,0.5743
2017-06-09,INFY,EQ,956.45,938.55,950.95,923.0,949.0,948.6,937.55,7378831,691802823035000.0,161124,3054942,0.414
2017-06-12,INFY,EQ,948.6,943.35,965.2,940.1,964.4,963.85,953.95,4295838,409799673110000.0,89686,2215716,0.5158
2017-06-13,INFY,EQ,963.85,953.5,962.95,951.6,957.95,957.8,958.26,2468897,236583376369999.97,69355,1449584,0.5871000000000001
2017-06-14,INFY,EQ,957.8,960.0,961.9,951.2,958.5,958.6,957.02,3719055,355919477655000.0,90312,2710765,0.7289
2017-06-15,INFY,EQ,958.6,959.65,967.95,949.6,951.35,952.1,956.12,2764031,264275262205000.03,67490,1852460,0.6702
2017-06-16,INFY,EQ,952.1,949.1,953.85,936.0,937.0,940.25,942.47,5474225,515926902525000.0,109487,4241070,0.7747
2017-06-19,INFY,EQ,940.25,939.95,940.25,928.0,930.8,929.85,931.98,3427930,319475966540000.0,82075,2297829,0.6703
2017-06-20,INFY,EQ,929.85,935.0,946.9,934.05,944.25,943.55,943.01,2592198,244447188525000.0,105790,1509148,0.5822
2017-06-21,INFY,EQ,943.55,945.0,949.0,936.05,948.55,943.35,941.04,1867932,175779162060000.0,59945,1286468,0.6887000000000001
2017-06-22,INFY,EQ,943.35,947.7,968.7,935.1,939.0,940.15,953.78,4732621,451389587795000.0,115123,2848768,0.6019
2017-06-23,INFY,EQ,940.15,945.0,949.15,938.0,943.05,943.25,943.77,3201509,302148888030000.0,118944,2359021,0.7368000000000001
2017-06-27,INFY,EQ,943.25,945.0,948.0,923.75,926.0,927.05,929.06,3452330,320742022650000.0,113272,2392340,0.693
2017-06-28,INFY,EQ,927.05,932.8,933.0,921.0,924.0,924.7,925.73,2952612,273331008865000.0,98295,2094305,0.7093
2017-06-29,INFY,EQ,924.7,930.2,947.95,926.6,929.0,930.2,935.13,7957020,744083810990000.0,103952,5660732,0.7114
2017-06-30,INFY,EQ,930.2,930.8,938.0,929.0,934.4,935.55,934.42,2108350,197009005220000.0,64325,1526984,0.7243
2017-07-03,INFY,EQ,935.55,941.1,955.0,934.6,953.6,951.9,945.66,2544462,240619236605000.03,62128,1419172,0.5577000000000001
2017-07-04,INFY,EQ,951.9,953.85,970.0,949.4,961.0,962.15,962.03,2583863,248576234140000.0,54690,1493619,0.5781000000000001
2017-07-05,INFY,EQ,962.15,959.0,959.0,945.4,952.0,950.9,950.46,2113114,200842200670000.0,58308,1201934,0.5688000000000001
2017-07-06,INFY,EQ,950.9,945.0,957.0,944.2,946.8,947.0,950.12,1914860,181934535090000.0,56849,1143132,0.5970000000000001
2017-07-07,INFY,EQ,947.0,943.85,945.45,933.05,935.1,935.4,938.78,2888443,271162174550000.0,98641,2118035,0.7333
2017-07-10,INFY,EQ,935.4,945.0,1028.9,937.3,953.3,957.05,953.49,847546,80812520750000.0,17862,426402,0.5031
2017-07-11,INFY,EQ,957.05,956.65,989.5,956.65,978.6,975.35,978.98,5769854,564857819535000.0,113632,3220051,0.5581
2017-07-12,INFY,EQ,975.35,974.95,981.5,968.75,973.0,972.35,974.41,3137988,305767250355000.0,77201,2147850,0.6845
2017-07-13,INFY,EQ,972.35,977.25,983.45,964.1,980.0,977.05,977.0,2585196,252572482500000.0,74502,1139208,0.44070000000000004
2017-07-14,INFY,EQ,977.05,999.45,1006.85,966.05,970.0,972.05,985.55,11239090,1107669742595000.1,246571,4902877,0.4362
2017-07-17,INFY,EQ,972.05,975.0,992.0,974.0,985.55,984.05,984.54,3849125,378960238600000.0,85783,2209178,0.5739
2017-07-18,INFY,EQ,984.05,986.05,1004.8,981.1,983.65,985.6,995.69,4130090,411229607535000.0,93509,2299835,0.5568
2017-07-19,INFY,EQ,985.6,981.45,988.65,969.1,979.6,979.85,976.12,2945139,287480163995000.0,105595,1545101,0.5246000000000001
2017-07-20,INFY,EQ,979.85,979.3,979.85,966.95,969.0,969.45,970.69,3404870,330508566630000.0,101526,2486394,0.7302
2017-07-21,INFY,EQ,969.45,973.0,982.55,971.4,979.9,980.1,978.45,2990377,292592183985000.0,68179,1923535,0.6432
2017-07-24,INFY,EQ,980.1,983.5,994.0,982.6,990.5,990.55,989.58,3064588,303264695840000.0,110820,2177458,0.7105
2017-07-25,INFY,EQ,990.55,990.0,999.0,986.2,994.0,993.85,992.82,3572807,354715544375000.0,104586,2636530,0.7379000000000001
2017-07-26,INFY,EQ,993.85,998.1,999.0,990.4,994.0,994.05,993.84,3435012,341385284520000.0,104013,2857462,0.8319
2017-07-27,INFY,EQ,994.05,996.0,1004.0,966.8,969.85,971.05,981.64,6338426,622205560670000.0,100543,4878648,0.7697
2017-07-28,INFY,EQ,971.05,976.0,1003.0,962.3,995.7,997.35,987.2,5549214,547820164039999.94,92083,3196985,0.5761000000000001
2017-07-31,INFY,EQ,997.35,991.9,1021.7,986.75,1015.0,1011.2,1007.77,9579124,965359359135000.0,194493,6840218,0.7141
2017-08-01,INFY,EQ,1011.2,1011.0,1017.0,998.35,1004.5,1005.55,1005.38,3844699,386537399285000.0,74672,2634496,0.6851999999999999
2017-08-02,INFY,EQ,1005.55,1006.0,1012.75,987.2,989.1,993.35,999.06,2128792,212678054495000.0,64338,1154252,0.5422
2017-08-03,INFY,EQ,993.35,991.0,998.75,980.25,981.8,984.0,988.23,2320174,229286969685000.0,64881,1484098,0.6396000000000001
2017-08-04,INFY,EQ,984.0,988.0,989.0,976.05,983.5,983.75,981.53,2674509,262510870490000.0,54851,1951568,0.7297
2017-08-07,INFY,EQ,983.75,983.5,983.75,965.7,966.5,968.25,972.33,3036872,295283460805000.0,75997,2439913,0.8034
2017-08-08,INFY,EQ,968.25,968.5,970.25,955.05,963.5,963.85,963.45,3002324,289257868085000.0,83371,2062272,0.6869
2017-08-09,INFY,EQ,963.85,967.65,973.9,964.55,970.7,969.35,969.56,1961205,190150415020000.0,74542,1112721,0.5674
2017-08-10,INFY,EQ,969.35,969.9,987.5,969.35,984.95,981.25,982.0,4570342,448807266675000.0,118468,3294424,0.7208
2017-08-11,INFY,EQ,981.25,976.0,997.0,969.6,986.5,987.7,986.81,3272078,322892246305000.0,85957,2064364,0.6309
2017-08-14,INFY,EQ,987.7,988.0,989.2,977.15,982.0,981.45,981.62,1908235,187316293580000.0,83142,1423038,0.7456999999999999
2017-08-16,INFY,EQ,981.45,982.0,986.1,969.0,979.35,975.2,975.79,3089040,301425412605000.0,73688,2010754,0.6509
2017-08-17,INFY,EQ,975.2,1005.0,1029.25,998.05,1021.05,1020.85,1012.61,12892130,1305475956060000.0,219380,8130105,0.6306
2017-08-18,INFY,EQ,1020.85,1017.9,1017.9,884.2,923.15,923.25,932.15,82202480,7662502433345000.0,1192900,42028494,0.5113000000000001
2017-08-21,INFY,EQ,923.25,924.0,924.0,870.0,870.15,873.4,888.68,45203588,4017147915100000.0,844350,20137307,0.4455
2017-08-22,INFY,EQ,873.4,895.2,897.05,860.0,876.0,875.4,876.3,24621299,2157555332359999.8,436450,10004177,0.40630000000000005
2017-08-23,INFY,EQ,875.4,880.0,903.7,873.9,893.4,892.8,890.37,30642095,2728291387880000.0,431562,15763891,0.5145000000000001
2017-08-24,INFY,EQ,892.8,910.0,918.25,902.35,911.5,912.15,910.72,21190262,1929843284209999.8,379260,13139149,0.6201
2017-08-28,INFY,EQ,912.15,943.95,953.95,938.0,940.3,941.0,944.82,20356054,1923285086334999.8,339901,11887057,0.584
2017-08-29,INFY,EQ,941.0,941.45,942.0,925.55,926.75,927.45,933.49,6684696,624010966425000.0,148591,3807364,0.5696
2017-08-30,INFY,EQ,927.45,937.2,939.0,924.1,926.7,926.65,930.56,8074832,751412582150000.0,147639,4723273,0.5849000000000001
2017-08-31,INFY,EQ,926.65,928.8,928.95,912.9,915.0,914.95,916.78,7511226,688613948145000.0,174045,4983033,0.6634000000000001
2017-09-01,INFY,EQ,914.95,915.95,925.9,910.0,919.85,919.95,919.57,4216961,387780987580000.0,81607,2288888,0.5428000000000001
2017-09-04,INFY,EQ,919.95,921.0,921.1,893.5,899.95,900.2,904.13,5088554,460071844235000.06,141455,2605004,0.5119
2017-09-05,INFY,EQ,900.2,902.0,905.0,897.25,901.0,901.9,901.02,4891696,440750623210000.06,79400,3043364,0.6221
2017-09-06,INFY,EQ,901.9,900.0,900.3,890.0,896.9,895.6,894.39,3867955,345947548310000.0,126593,2169351,0.5609000000000001
2017-09-07,INFY,EQ,895.6,900.0,900.5,892.35,894.65,895.75,896.04,3120596,279618094775000.0,74906,2144854,0.6873
2017-09-08,INFY,EQ,895.75,899.0,899.0,882.1,884.0,884.3,888.07,4302271,382069633175000.0,78811,2781198,0.6464
2017-09-11,INFY,EQ,884.3,890.4,891.8,873.65,879.95,878.7,880.91,6893821,607284674800000.0,145836,4926886,0.7147
2017-09-12,INFY,EQ,878.7,882.55,887.75,878.8,883.25,884.05,881.98,8620677,760327001970000.0,94378,7004148,0.8125
2017-09-13,INFY,EQ,884.05,885.5,887.6,881.0,884.5,883.75,883.75,5739114,507192718770000.0,136009,4337096,0.7556999999999999
2017-09-14,INFY,EQ,883.75,884.5,896.6,881.6,892.3,892.4,891.42,6849003,610532829685000.0,110957,5034797,0.7351000000000001
2017-09-15,INFY,EQ,892.4,892.3,913.25,892.2,908.6,908.25,904.85,6729730,608940874425000.0,99888,4438125,0.6595000000000001
2017-09-18,INFY,EQ,908.25,910.0,917.75,906.3,908.8,909.1,912.83,4237930,386851318230000.0,77992,3189815,0.7526999999999999
2017-09-19,INFY,EQ,909.1,908.0,916.0,903.5,912.7,912.25,911.15,3016665,274864213019999.97,79618,1885792,0.6251
2017-09-20,INFY,EQ,912.25,917.0,917.0,907.45,913.3,912.7,910.97,2883915,262715326780000.03,46614,2044262,0.7088
2017-09-21,INFY,EQ,912.7,915.0,915.25,908.15,911.0,909.55,910.99,4102076,373695196280000.0,42387,3197445,0.7795000000000001
2017-09-22,INFY,EQ,909.55,908.15,910.25,888.0,899.0,898.3,897.32,8802044,789827338825000.0,101141,6337990,0.7201000000000001
2017-09-25,INFY,EQ,898.3,901.0,901.95,889.1,901.0,895.35,894.32,4544350,406408491600000.0,83796,3038937,0.6687000000000001
2017-09-26,INFY,EQ,895.35,897.0,908.4,894.3,901.75,905.9,900.14,3683239,331541620250000.0,101232,2519693,0.6840999999999999
2017-09-27,INFY,EQ,905.9,906.1,907.9,895.1,895.9,899.8,900.49,3000069,270154223640000.0,88378,1994987,0.665
2017-09-28,INFY,EQ,899.8,896.1,903.9,894.3,896.0,896.0,897.71,8768633,787166620805000.0,135425,7778115,0.887
2017-09-29,INFY,EQ,896.0,898.0,902.4,895.0,899.0,899.9,899.31,2852916,256565105660000.0,79579,2099609,0.736
2017-10-03,INFY,EQ,899.9,910.1,912.0,901.6,903.05,903.55,905.66,2473761,224039233630000.03,98569,1968356,0.7957
2017-10-04,INFY,EQ,903.55,903.0,905.4,897.15,901.45,899.6,901.13,2495746,224899716744999.97,81198,1658660,0.6646
2017-10-05,INFY,EQ,899.6,900.0,904.95,899.0,903.0,903.05,902.78,4305650,388706388260000.0,46048,3573231,0.8299
2017-10-06,INFY,EQ,903.05,904.0,922.0,903.95,920.5,920.15,916.53,4287154,392931514025000.0,76214,2820790,0.658
2017-10-09,INFY,EQ,920.15,920.0,929.0,914.0,924.25,923.9,923.72,1752416,161874628465000.0,39646,1158064,0.6607999999999999
2017-10-10,INFY,EQ,923.9,939.95,939.95,929.55,935.15,935.45,935.46,3571610,334110587630000.0,103093,1997414,0.5592
2017-10-11,INFY,EQ,935.45,935.45,938.0,928.0,930.6,930.7,932.27,2991252,278864777755000.03,95474,2208694,0.7384000000000001
2017-10-12,INFY,EQ,930.7,930.0,934.35,919.55,928.35,927.3,924.62,5140486,475301581985000.06,108653,3208005,0.6241
2017-10-13,INFY,EQ,927.3,932.8,933.5,927.55,929.05,930.1,929.7,3590364,333796843045000.0,104364,2662742,0.7415999999999999
2017-10-16,INFY,EQ,930.1,935.95,942.0,933.0,939.0,939.0,937.81,2879375,270030430565000.0,78589,1957128,0.6797
2017-10-17,INFY,EQ,939.0,936.8,936.8,929.5,930.75,930.5,932.11,2812551,262161161935000.0,77515,2204290,0.7837000000000001
2017-10-18,INFY,EQ,930.5,928.9,930.0,922.95,925.0,924.35,926.7,3615926,335086864310000.0,78889,2866352,0.7927
2017-10-19,INFY,EQ,924.35,930.0,932.0,925.2,927.75,926.95,927.39,545717,50609410255000.0,13886,379479,0.6954000000000001
2017-10-23,INFY,EQ,926.95,930.0,942.0,928.1,940.95,939.5,936.18,4577048,428492033960000.0,105211,3700749,0.8085
2017-10-24,INFY,EQ,939.5,946.0,946.65,921.6,924.35,926.5,933.61,7264664,678234141805000.0,117978,5282209,0.7271
2017-10-25,INFY,EQ,926.5,919.0,944.7,915.25,934.25,935.3,934.05,6992067,653097325965000.0,176833,4211146,0.6023
2017-10-26,INFY,EQ,935.3,942.0,951.8,940.1,948.55,947.35,946.46,16829629,1592859728560000.0,144857,13667670,0.8120999999999999
2017-10-27,INFY,EQ,947.35,955.0,957.7,944.0,947.0,946.35,948.86,4262478,404449515220000.0,108092,3305472,0.7755
2017-10-30,INFY,EQ,946.35,954.65,954.65,941.05,943.9,944.1,946.96,6484163,614023851645000.0,120848,5395557,0.8321
2017-10-31,INFY,EQ,944.1,925.0,930.0,920.0,922.0,921.85,924.74,4977494,460289734535000.06,68301,3547519,0.7127
2017-11-01,INFY,EQ,921.85,925.0,929.4,923.3,926.0,927.05,925.92,2816567,260790411305000.03,59211,2042973,0.7253000000000001
2017-11-02,INFY,EQ,927.05,923.05,926.0,920.0,923.1,922.9,923.13,2343069,216295567844999.97,81286,1802504,0.7693000000000001
2017-11-03,INFY,EQ,922.9,917.0,929.9,916.95,926.8,926.65,926.37,1849543,171335395270000.0,51904,1193264,0.6452
2017-11-06,INFY,EQ,926.65,923.15,935.0,922.65,928.8,928.7,927.57,2533267,234978238105000.03,69707,2018399,0.7968000000000001
2017-11-07,INFY,EQ,928.7,926.25,960.0,925.85,955.35,955.5,951.18,6721410,639328543865000.0,145532,4037210,0.6006
2017-11-08,INFY,EQ,955.5,960.25,961.85,947.5,951.95,952.3,955.2,2684997,256471919544999.97,88636,1805469,0.6724
2017-11-09,INFY,EQ,952.3,953.0,963.0,948.25,954.0,954.5,954.92,2361616,225515522350000.0,67747,1533245,0.6492
2017-11-10,INFY,EQ,954.5,958.8,964.35,950.0,963.5,962.05,959.46,3294714,316114450505000.0,63848,2512523,0.7626000000000001
2017-11-13,INFY,EQ,962.05,962.05,969.4,949.35,952.55,951.95,958.24,2510608,240576222340000.0,58964,1661218,0.6617000000000001
2017-11-14,INFY,EQ,951.95,951.95,954.85,943.25,949.1,949.1,948.44,2866855,271905288800000.0,74967,2228100,0.7772
2017-11-15,INFY,EQ,949.1,945.15,953.5,944.5,950.75,951.8,950.67,3511758,333852249390000.0,98311,2786780,0.7936
2017-11-16,INFY,EQ,951.8,951.8,995.9,948.5,989.95,988.4,978.58,7843751,767573406495000.0,224690,4903542,0.6252000000000001
2017-11-17,INFY,EQ,988.4,985.5,985.5,965.15,965.5,970.95,974.04,4028835,392426339645000.0,178425,2591711,0.6433
2017-11-20,INFY,EQ,970.95,969.0,971.0,957.25,960.95,960.55,961.63,2830595,272197156580000.03,66198,1831803,0.6470999999999999
2017-11-21,INFY,EQ,960.55,961.3,971.5,960.05,965.5,966.25,966.87,2682328,259346914444999.97,74479,1805267,0.6729999999999999
2017-11-22,INFY,EQ,966.25,966.6,971.05,963.3,965.3,966.3,966.54,3042460,294066955280000.0,57418,2449238,0.805
2017-11-23,INFY,EQ,966.3,971.5,994.45,969.0,991.15,991.25,984.7,5947309,585629170760000.0,141525,3359566,0.5649000000000001
2017-11-24,INFY,EQ,991.25,990.9,1019.3,990.2,1008.0,1009.55,1010.09,9309956,940391299165000.0,180427,5767868,0.6195
2017-11-27,INFY,EQ,1009.55,1006.7,1006.7,993.3,996.55,998.75,997.92,3008865,300260759765000.0,75428,1732581,0.5758
2017-11-28,INFY,EQ,998.75,994.4,999.9,981.3,982.15,984.7,988.73,2308434,228240644585000.0,61722,1311641,0.5682
2017-11-29,INFY,EQ,984.7,987.65,991.95,980.3,983.5,982.7,984.37,1919035,188903257575000.0,50324,896450,0.4671
2017-11-30,INFY,EQ,982.7,989.45,989.45,968.35,972.5,976.1,978.17,8633472,844501064415000.0,126288,5893906,0.6827
2017-12-01,INFY,EQ,976.1,979.4,983.2,957.05,960.0,958.8,966.26,2042500,197359061045000.0,49881,1012750,0.4958
2017-12-04,INFY,EQ,958.8,980.0,996.8,968.55,984.4,985.35,985.73,8905803,877867787085000.0,150296,3727405,0.41850000000000004
2017-12-05,INFY,EQ,985.35,985.35,1003.0,979.0,984.3,984.35,990.92,4988369,494309529560000.06,106371,2190959,0.43920000000000003
2017-12-06,INFY,EQ,984.35,985.0,994.1,984.0,987.8,990.3,989.37,3745047,370525109015000.0,121883,2367807,0.6323
2017-12-07,INFY,EQ,990.3,989.0,1002.9,985.6,999.85,999.8,995.95,3774772,375949203170000.0,106502,2442675,0.6470999999999999
2017-12-08,INFY,EQ,999.8,1001.0,1007.0,995.0,999.4,1001.85,1002.25,2991622,299834394110000.0,109714,2139664,0.7152
2017-12-11,INFY,EQ,1001.85,994.95,1006.9,993.95,1005.4,1005.3,1000.75,2569549,257148566719999.97,64951,1914506,0.7451000000000001
2017-12-12,INFY,EQ,1005.3,1002.0,1014.0,1002.0,1010.5,1010.5,1009.41,4660217,470406652900000.0,125676,3609637,0.7746
2017-12-13,INFY,EQ,1010.5,1010.9,1019.0,997.65,1005.0,1003.75,1010.55,2681199,270948201330000.03,89418,1495614,0.5578000000000001
2017-12-14,INFY,EQ,1003.75,1005.25,1015.0,999.3,1012.3,1013.1,1010.36,3011786,304297653700000.0,97393,1876813,0.6232
2017-12-15,INFY,EQ,1013.1,1013.0,1026.4,1011.85,1019.0,1022.9,1019.21,5192067,529180916455000.0,117970,3887254,0.7487
2017-12-18,INFY,EQ,1022.9,1011.9,1030.7,1005.8,1014.0,1016.6,1019.42,2017724,205690571455000.0,67395,841209,0.4169
2017-12-19,INFY,EQ,1016.6,1017.45,1017.95,999.55,1006.65,1003.95,1007.23,3559449,358517363340000.0,87491,2335815,0.6562
2017-12-20,INFY,EQ,1003.95,1005.1,1018.6,1001.0,1016.35,1015.85,1011.09,2093163,211637440690000.0,68366,1233741,0.5894
2017-12-21,INFY,EQ,1015.85,1014.8,1028.95,998.4,1021.5,1022.05,1014.97,5529581,561235929845000.0,132258,2881998,0.5212
2017-12-22,INFY,EQ,1022.05,1016.0,1044.8,1016.0,1037.85,1039.35,1035.23,6453470,668083853795000.0,148038,4301144,0.6665000000000001
2017-12-26,INFY,EQ,1039.35,1030.0,1041.5,1023.0,1035.0,1035.6,1034.88,5404453,559298061445000.0,137301,3845765,0.7116
2017-12-27,INFY,EQ,1035.6,1028.0,1039.1,1027.4,1034.0,1034.25,1034.0,3485086,360359131475000.0,101607,2483152,0.7125
2017-12-28,INFY,EQ,1034.25,1030.0,1040.0,1023.8,1030.0,1033.25,1034.41,4216736,436182578914999.94,107124,3236750,0.7676000000000001
2017-12-29,INFY,EQ,1033.25,1030.1,1048.8,1030.0,1041.25,1042.05,1041.38,3300884,343746162640000.0,83693,2238793,0.6781999999999999
2018-01-01,INFY,EQ,1042.05,1037.7,1044.5,1030.0,1032.15,1033.55,1036.23,2715670,281404558435000.0,65839,1776744,0.6543000000000001
2018-01-02,INFY,EQ,1033.55,1037.25,1042.0,1023.0,1028.3,1029.7,1031.43,3056124,315217505855000.0,122157,2066488,0.6762
2018-01-03,INFY,EQ,1029.7,1028.5,1031.6,1018.6,1022.0,1021.3,1022.55,3423276,350047531880000.0,132588,2428553,0.7094
2018-01-04,INFY,EQ,1021.3,1021.0,1021.0,1009.6,1015.0,1015.4,1014.48,4473807,453856605810000.06,81236,3101206,0.6931999999999999
2018-01-05,INFY,EQ,1015.4,1015.3,1026.4,1006.0,1014.25,1012.0,1012.92,5512988,558419377375000.0,134727,3907486,0.7088
2018-01-08,INFY,EQ,1012.0,1024.9,1039.0,1020.05,1035.2,1036.05,1029.31,2797345,287933734620000.0,73704,1672022,0.5977
2018-01-09,INFY,EQ,1036.05,1040.0,1044.9,1028.9,1039.0,1041.35,1036.46,4974118,515547037889999.94,119611,3285996,0.6606000000000001
2018-01-10,INFY,EQ,1041.35,1046.8,1056.0,1033.05,1053.0,1052.25,1043.96,4734317,494242149564999.94,100562,2588309,0.5467000000000001
2018-01-11,INFY,EQ,1052.25,1055.25,1083.4,1055.25,1076.5,1075.8,1069.86,8387735,897369687615000.0,134085,5432620,0.6476999999999999
2018-01-12,INFY,EQ,1075.8,1085.8,1085.9,1070.55,1078.65,1078.45,1077.02,9008264,970206854054999.9,138377,6331013,0.7028
2018-01-15,INFY,EQ,1078.45,1080.0,1092.95,1065.1,1081.0,1081.15,1080.89,5324625,575534384860000.0,132189,2580059,0.48460000000000003
2018-01-16,INFY,EQ,1081.15,1081.25,1134.8,1081.25,1125.0,1122.85,1116.71,11323483,1264506468375000.0,222629,5830742,0.5149
2018-01-17,INFY,EQ,1122.85,1124.85,1161.8,1123.0,1148.0,1152.1,1150.95,13077044,1505107512295000.0,331838,8123219,0.6212
2018-01-18,INFY,EQ,1152.1,1145.0,1164.9,1132.1,1152.0,1152.7,1148.19,6602485,758088644615000.0,148758,4382098,0.6637000000000001
2018-01-19,INFY,EQ,1152.7,1145.0,1147.9,1136.0,1145.9,1143.45,1142.09,2994139,341957844960000.0,104184,1946826,0.6502
2018-01-22,INFY,EQ,1143.45,1132.15,1156.95,1132.0,1148.1,1150.0,1144.31,4825107,552142725910000.06,136884,3164249,0.6558
2018-01-23,INFY,EQ,1150.0,1155.0,1188.0,1155.0,1176.0,1177.1,1176.85,7701898,906394590115000.0,178542,4413789,0.5731
2018-01-24,INFY,EQ,1177.1,1174.8,1221.05,1167.5,1182.85,1185.8,1195.52,10302359,1231670090955000.0,204464,5942177,0.5768
2018-01-25,INFY,EQ,1185.8,1182.0,1183.4,1162.25,1173.7,1175.4,1171.54,6774457,793655000400000.0,137327,4319803,0.6377
